item_id,supplier_name,category,region,country,lead_time_days,min_order_value,min_order_qty,payment_terms,quality_score,reliability_score,risk_rating
SUP0761,Supplier_0761,chemicals,North,MX,5.024598985358326,8786,72,Net 60,62.0,66.27627206781567,high
SUP0762,Supplier_0762,packaging,Central,SG,22.915520983139796,32364,15,Net 15,79.0,96.61984592691911,low
SUP0763,Supplier_0763,chemicals,West,BR,23.049906624537183,13036,17,Net 45,97.0,95.6102703724118,low
SUP0764,Supplier_0764,electronics,Central,BR,21.841929220094134,27006,8,Net 60,97.0,91.81376203647979,low
SUP0765,Supplier_0765,chemicals,Central,IN,21.26182695694431,16532,14,Net 45,71.0,73.78067658860637,medium
SUP0766,Supplier_0766,metals,South,BR,15.435676973299618,19045,7,Net 30,90.0,92.85344169102781,low
SUP0767,Supplier_0767,packaging,North,IN,24.299861635084202,14526,38,Net 30,82.0,78.57634995234964,medium
SUP0768,Supplier_0768,metals,West,IN,17.635534985963673,20157,174,Net 45,76.0,69.28941937289349,high
SUP0769,Supplier_0769,fasteners,East,US,14.103091513478574,62265,18,Net 45,61.0,76.01398874358551,medium
SUP0770,Supplier_0770,fasteners,North,IN,15.5048695019568,47182,7,Net 30,71.0,73.12448255752214,medium
SUP0771,Supplier_0771,components,South,MX,34.165117590206656,26768,46,Net 30,84.0,79.2401450208865,medium
SUP0772,Supplier_0772,electronics,Central,DE,4.120191343636538,21722,14,Net 30,99.0,100.0,low
SUP0773,Supplier_0773,electronics,South,DE,21.99830483436639,35042,60,Net 15,55.0,54.290556514851325,high
SUP0774,Supplier_0774,components,South,CN,4.567116579010262,41006,20,Net 15,87.0,85.3562705989341,low
SUP0775,Supplier_0775,fasteners,West,SG,17.134133293416212,13955,15,Net 15,93.0,96.6547736674442,low
SUP0776,Supplier_0776,plastics,West,SG,14.530980118766498,21108,21,Net 30,97.0,88.60276525649401,low
SUP0777,Supplier_0777,chemicals,South,CN,4.0,8086,41,Net 45,74.0,76.29207682546162,medium
SUP0778,Supplier_0778,packaging,Central,BR,21.112300723470103,40851,20,Net 30,60.0,72.4342062502564,medium
SUP0779,Supplier_0779,packaging,East,CN,14.959695502462433,68580,17,Net 60,67.0,70.03015480428252,medium
SUP0780,Supplier_0780,fasteners,North,BR,4.0,23018,21,Net 15,93.0,90.55462132540748,low
SUP0781,Supplier_0781,packaging,South,MX,24.716544726194016,6844,10,Net 30,94.0,90.70381567721643,low
SUP0782,Supplier_0782,electronics,Central,SG,29.48004942391148,30788,32,Net 15,83.0,80.33279017325678,medium
SUP0783,Supplier_0783,plastics,North,US,29.920994738372578,13396,7,Net 30,60.0,58.34924259268942,high
SUP0784,Supplier_0784,fasteners,North,IN,20.871651525211767,15293,17,Net 45,60.0,57.54425753707123,high
SUP0785,Supplier_0785,chemicals,West,SG,18.368465108616924,31089,41,Net 30,76.0,81.95602436698468,medium
SUP0786,Supplier_0786,electronics,East,CN,28.625252967166375,25336,30,Net 30,81.0,69.73414082914161,high
SUP0787,Supplier_0787,electronics,South,IN,31.459068682720787,16840,37,Net 45,56.0,61.60300032767887,high
SUP0788,Supplier_0788,fasteners,East,DE,27.068549623004998,15409,23,Net 60,85.0,82.53203758657335,medium
SUP0789,Supplier_0789,packaging,North,US,10.467699182161592,23604,55,Net 15,79.0,81.45016060701992,medium
SUP0790,Supplier_0790,packaging,South,IN,19.610758825719376,17584,46,Net 15,55.0,47.674578583694384,high
SUP0791,Supplier_0791,components,South,BR,21.51612915433143,11967,33,Net 15,59.0,67.63610193452134,high
SUP0792,Supplier_0792,electronics,East,US,4.0,18344,46,Net 45,75.0,83.09662724111718,medium
SUP0793,Supplier_0793,metals,West,BR,21.754885276966192,26549,41,Net 60,87.0,93.23733841737548,low
SUP0794,Supplier_0794,fasteners,Central,DE,36.18393460783511,19971,18,Net 15,92.0,82.154093957342,medium
SUP0795,Supplier_0795,packaging,North,BR,23.11948932640633,10123,9,Net 15,74.0,79.38928696192934,medium
SUP0796,Supplier_0796,electronics,South,IN,29.78730465153405,37948,32,Net 45,68.0,70.6315580696321,medium
SUP0797,Supplier_0797,plastics,South,BR,19.463317841029642,4883,35,Net 60,98.0,87.56573689363832,low
SUP0798,Supplier_0798,electronics,East,SG,17.41425340812943,17231,52,Net 45,75.0,74.8420670054897,medium
SUP0799,Supplier_0799,fasteners,East,BR,21.050171120647803,15660,12,Net 60,69.0,71.3694741787162,medium
SUP0800,Supplier_0800,fasteners,Central,US,11.473386816124538,23896,13,Net 45,74.0,77.61448927985047,medium
SUP0801,Supplier_0801,fasteners,Central,BR,10.289798502124892,29998,33,Net 15,55.0,56.152198885167564,high
SUP0802,Supplier_0802,packaging,West,IN,28.130436457354925,40934,23,Net 30,68.0,69.89300420950796,high
SUP0803,Supplier_0803,metals,North,DE,28.978738742932144,14886,6,Net 60,78.0,87.57847404964512,low
SUP0804,Supplier_0804,components,North,US,10.071149475301198,30412,31,Net 45,96.0,100.0,low
SUP0805,Supplier_0805,packaging,Central,MX,25.743990436430916,24531,6,Net 15,88.0,69.36414280041217,high
SUP0806,Supplier_0806,plastics,Central,SG,17.30432019515183,8592,12,Net 15,90.0,87.93664939355507,low
SUP0807,Supplier_0807,electronics,South,MX,20.718468595923444,62648,63,Net 45,79.0,77.92976832096431,medium
SUP0808,Supplier_0808,plastics,North,CN,21.681749115480507,9983,88,Net 30,59.0,47.61135927727469,high
SUP0809,Supplier_0809,plastics,West,IN,25.954803744994546,27742,10,Net 45,72.0,72.61218987851002,medium
SUP0810,Supplier_0810,chemicals,East,DE,18.66174561490551,27295,19,Net 30,99.0,100.0,low
SUP0811,Supplier_0811,fasteners,Central,CN,29.281295962415488,25632,25,Net 30,56.0,48.937308912661166,high
SUP0812,Supplier_0812,electronics,East,IN,20.475302718079398,16780,85,Net 45,94.0,96.18660610148417,low
SUP0813,Supplier_0813,fasteners,West,MX,22.993474179756262,34717,17,Net 15,85.0,79.04714739757316,medium
SUP0814,Supplier_0814,components,West,MX,11.333899267702028,9337,17,Net 30,67.0,62.6325718460821,high
SUP0815,Supplier_0815,packaging,North,CN,35.269272085638676,21243,72,Net 30,90.0,99.60305862210522,low
SUP0816,Supplier_0816,electronics,North,SG,21.75859938563973,16153,18,Net 60,92.0,88.47337416927314,low
SUP0817,Supplier_0817,packaging,West,SG,23.703979402760794,15176,40,Net 45,56.0,59.00438117856906,high
SUP0818,Supplier_0818,packaging,North,SG,5.134513510307668,27884,8,Net 30,59.0,46.83708224560358,high
SUP0819,Supplier_0819,packaging,South,US,11.418383815367193,39839,21,Net 30,84.0,96.10506414906672,low
SUP0820,Supplier_0820,metals,West,CN,27.903069503349844,18237,7,Net 15,99.0,100.0,low
SUP0821,Supplier_0821,plastics,South,BR,20.29512894634084,33839,11,Net 15,56.0,54.813751022773296,high
SUP0822,Supplier_0822,metals,North,BR,4.0,22637,44,Net 30,84.0,87.74105231499932,low
SUP0823,Supplier_0823,packaging,North,SG,26.306319431870552,13480,23,Net 60,61.0,51.83617371183924,high
SUP0824,Supplier_0824,plastics,East,MX,13.649737565178214,19113,19,Net 15,84.0,91.68644982139227,low
SUP0825,Supplier_0825,plastics,West,SG,29.290535887013696,18681,14,Net 15,83.0,80.89409895927321,medium
SUP0826,Supplier_0826,fasteners,West,DE,17.297314571170403,15015,21,Net 45,59.0,57.67354815218518,high
SUP0827,Supplier_0827,components,Central,CN,19.63765348816424,27880,30,Net 15,85.0,81.80423850272435,medium
SUP0828,Supplier_0828,fasteners,West,SG,27.431636628733187,25060,48,Net 60,95.0,91.2257658821537,low
SUP0829,Supplier_0829,fasteners,West,MX,10.820056233162703,9183,5,Net 60,93.0,97.51535897558466,low
SUP0830,Supplier_0830,components,South,IN,10.057225537328483,8880,13,Net 60,56.0,57.66339452567745,high
SUP0831,Supplier_0831,metals,South,DE,16.42801263681514,27821,27,Net 30,66.0,70.23636291911976,medium
SUP0832,Supplier_0832,chemicals,South,SG,24.617382396969777,14067,22,Net 30,65.0,64.94283451834379,high
SUP0833,Supplier_0833,packaging,North,BR,7.352981979092075,26007,32,Net 30,75.0,78.33579877200168,medium
SUP0834,Supplier_0834,packaging,Central,DE,4.655723200887227,33843,29,Net 15,61.0,58.27748316448725,high
SUP0835,Supplier_0835,plastics,South,SG,24.589767416350337,10948,19,Net 45,93.0,100.0,low
SUP0836,Supplier_0836,electronics,East,US,13.176173499463971,10134,16,Net 60,89.0,78.80845229320175,medium
SUP0837,Supplier_0837,electronics,South,DE,14.862191896637736,55322,20,Net 30,91.0,99.1960926031594,low
SUP0838,Supplier_0838,fasteners,North,MX,4.0,26725,54,Net 15,63.0,71.8913984296863,medium
SUP0839,Supplier_0839,fasteners,Central,SG,12.568165485184142,17490,14,Net 45,55.0,49.46096776122364,high
SUP0840,Supplier_0840,chemicals,South,MX,17.939461626950795,13178,23,Net 30,95.0,100.0,low
SUP0841,Supplier_0841,chemicals,North,IN,25.443022860983138,16634,27,Net 60,68.0,74.47068683914456,medium
SUP0842,Supplier_0842,packaging,South,DE,11.83015867012289,11443,73,Net 60,84.0,90.31240354434892,low
SUP0843,Supplier_0843,packaging,North,MX,31.259008961859973,35806,19,Net 60,95.0,95.1821442156682,low
SUP0844,Supplier_0844,metals,Central,MX,12.523551806561596,14368,47,Net 30,56.0,54.58802997157861,high
SUP0845,Supplier_0845,packaging,North,MX,12.535265587318602,40192,58,Net 60,55.0,53.63884262424255,high
SUP0846,Supplier_0846,fasteners,South,DE,30.298860415182418,17670,23,Net 15,55.0,57.53844887607686,high
SUP0847,Supplier_0847,fasteners,South,BR,19.691681218911338,12408,21,Net 30,62.0,71.10771078772032,medium
SUP0848,Supplier_0848,fasteners,North,CN,13.583802167907386,17422,19,Net 30,57.0,58.178542416099226,high
SUP0849,Supplier_0849,plastics,North,BR,16.758934950555254,5201,20,Net 60,91.0,85.07561644960761,low
SUP0850,Supplier_0850,components,East,BR,28.824588620336474,20610,44,Net 45,82.0,87.35877590550237,low
SUP0851,Supplier_0851,metals,South,CN,29.729622557005456,20059,28,Net 30,99.0,100.0,low
SUP0852,Supplier_0852,electronics,North,DE,11.465654565837951,34669,28,Net 15,91.0,95.25528693491061,low
SUP0853,Supplier_0853,electronics,South,MX,17.660529519367135,7805,11,Net 60,98.0,100.0,low
SUP0854,Supplier_0854,components,South,CN,18.721254621340584,41732,12,Net 45,65.0,63.23896715397425,high
SUP0855,Supplier_0855,plastics,East,CN,10.110079115867219,34590,109,Net 60,67.0,60.96157041365123,high
SUP0856,Supplier_0856,metals,Central,SG,17.554519578800047,43854,21,Net 30,93.0,87.35674270083493,low
SUP0857,Supplier_0857,fasteners,South,MX,18.042582883613605,21396,14,Net 15,66.0,55.36948888502393,high
SUP0858,Supplier_0858,chemicals,West,US,27.121675831493885,38470,66,Net 30,57.0,58.54016597504867,high
SUP0859,Supplier_0859,plastics,West,MX,27.65940022648961,9806,29,Net 45,85.0,84.45758290902714,medium
SUP0860,Supplier_0860,metals,North,DE,15.366324813127935,32603,36,Net 15,91.0,88.1400799205569,low
SUP0861,Supplier_0861,electronics,East,US,16.288374849113506,14412,22,Net 15,98.0,78.78847764175705,medium
SUP0862,Supplier_0862,metals,East,DE,23.314338416445086,8881,19,Net 60,96.0,87.8924364469879,low
SUP0863,Supplier_0863,metals,East,CN,13.318492408583907,11869,21,Net 45,60.0,67.28546423412058,high
SUP0864,Supplier_0864,packaging,North,SG,22.709121213899223,22093,9,Net 30,89.0,84.67993099958964,medium
SUP0865,Supplier_0865,electronics,East,CN,17.296748101046283,13997,23,Net 45,93.0,95.34384590476947,low
SUP0866,Supplier_0866,metals,North,US,10.244811378091034,27087,30,Net 45,86.0,76.96054470516083,medium
SUP0867,Supplier_0867,packaging,Central,CN,10.345306296962828,8147,89,Net 15,91.0,100.0,low
SUP0868,Supplier_0868,chemicals,East,IN,29.576469568248818,6836,26,Net 30,92.0,91.0638202096446,low
SUP0869,Supplier_0869,plastics,North,IN,16.74862816685361,46855,5,Net 30,75.0,76.88526257714298,medium
SUP0870,Supplier_0870,plastics,East,SG,31.122832751186486,36209,22,Net 15,56.0,71.11756864723095,medium
SUP0871,Supplier_0871,components,Central,BR,13.89090991428072,12368,166,Net 15,75.0,84.85686065383112,medium
SUP0872,Supplier_0872,fasteners,West,IN,20.329641609051947,21990,44,Net 30,64.0,62.00732346163412,high
SUP0873,Supplier_0873,metals,South,SG,37.14141378414593,38589,13,Net 45,60.0,56.144068798342666,high
SUP0874,Supplier_0874,plastics,Central,DE,9.540906042693766,27738,37,Net 45,60.0,57.88395742512304,high
SUP0875,Supplier_0875,plastics,North,DE,4.0,23897,14,Net 60,86.0,89.31433861509748,low
SUP0876,Supplier_0876,plastics,South,SG,28.292721050297864,40228,9,Net 30,77.0,76.31604312736934,medium
SUP0877,Supplier_0877,fasteners,North,IN,11.38552715685541,14736,19,Net 45,79.0,76.43091305747744,medium
SUP0878,Supplier_0878,metals,Central,BR,17.83434908715013,22407,26,Net 60,88.0,97.53667812960877,low
SUP0879,Supplier_0879,chemicals,West,DE,13.31265431638732,21811,6,Net 45,79.0,78.25763570344407,medium
SUP0880,Supplier_0880,fasteners,East,US,20.14530224764253,18957,10,Net 60,83.0,97.94732910474258,low
SUP0881,Supplier_0881,components,West,BR,10.395710342514063,17776,24,Net 15,58.0,58.58982666438912,high
SUP0882,Supplier_0882,electronics,South,BR,16.56047929693355,22927,18,Net 60,93.0,100.0,low
SUP0883,Supplier_0883,packaging,North,CN,21.598522612452275,22447,32,Net 45,75.0,77.32257624761907,medium
SUP0884,Supplier_0884,metals,Central,BR,9.933528909805904,12374,10,Net 45,61.0,67.25924372612141,high
SUP0885,Supplier_0885,metals,Central,IN,12.39932776283289,34234,40,Net 15,91.0,86.29002816513479,low
SUP0886,Supplier_0886,electronics,North,DE,15.220937331211745,12874,10,Net 45,88.0,82.45056505318182,medium
SUP0887,Supplier_0887,packaging,North,DE,6.569476526189774,19535,77,Net 60,57.0,59.98808870759742,high
SUP0888,Supplier_0888,plastics,East,BR,14.619512137610029,18724,7,Net 45,63.0,69.42559607602455,high
SUP0889,Supplier_0889,packaging,North,DE,18.950372319223213,26821,11,Net 15,55.0,55.261667263003005,high
SUP0890,Supplier_0890,chemicals,West,BR,14.803608467292573,6867,32,Net 30,67.0,58.63844332195597,high
SUP0891,Supplier_0891,fasteners,Central,DE,15.828988056546203,35954,78,Net 45,59.0,50.15832061911937,high
SUP0892,Supplier_0892,plastics,South,SG,17.840786632747317,15178,30,Net 60,86.0,76.72361338578943,medium
SUP0893,Supplier_0893,components,South,IN,12.754052300541488,43087,36,Net 30,78.0,66.51045626589402,high
SUP0894,Supplier_0894,chemicals,Central,CN,23.52850052693502,16932,24,Net 60,99.0,99.71165483640607,low
SUP0895,Supplier_0895,metals,South,US,29.487824998414204,21442,11,Net 60,88.0,95.31278549110216,low
SUP0896,Supplier_0896,packaging,South,BR,14.284956862436413,63106,17,Net 30,82.0,81.91279738498875,medium
SUP0897,Supplier_0897,packaging,North,US,21.881585851821658,18910,10,Net 15,77.0,62.30730407730396,high
SUP0898,Supplier_0898,packaging,Central,MX,16.083062756522825,43537,10,Net 60,57.0,55.76005700782543,high
SUP0899,Supplier_0899,fasteners,Central,BR,20.923898760308038,22504,32,Net 45,58.0,56.941806521888054,high
SUP0900,Supplier_0900,electronics,North,SG,30.526236249626034,27680,11,Net 60,82.0,95.62399187646535,low
SUP0901,Supplier_0901,packaging,Central,MX,22.06927634414479,22890,30,Net 60,55.0,45.52860356602288,high
SUP0902,Supplier_0902,packaging,North,BR,4.0,35112,9,Net 30,56.0,53.46059558310523,high
SUP0903,Supplier_0903,metals,North,US,21.631965051575673,15107,30,Net 15,64.0,75.08804242353966,medium
SUP0904,Supplier_0904,plastics,South,BR,27.862909946472072,12820,17,Net 60,94.0,96.92485921875256,low
SUP0905,Supplier_0905,fasteners,East,DE,16.22723064001518,15502,65,Net 45,75.0,78.66153497785676,medium
SUP0906,Supplier_0906,packaging,Central,BR,25.96507844894266,23268,30,Net 15,86.0,86.7447988406552,low
SUP0907,Supplier_0907,electronics,West,MX,12.479075670784432,19507,58,Net 45,73.0,75.14463300127223,medium
SUP0908,Supplier_0908,electronics,North,MX,6.11568672382181,32553,14,Net 15,62.0,67.05446194681048,high
SUP0909,Supplier_0909,chemicals,East,CN,19.12935215066112,45143,25,Net 30,71.0,65.73833892719702,high
SUP0910,Supplier_0910,plastics,Central,IN,4.0,12878,12,Net 30,59.0,64.7073807629033,high
SUP0911,Supplier_0911,chemicals,West,US,16.081831896851266,14710,18,Net 30,89.0,80.075480390244,medium
SUP0912,Supplier_0912,chemicals,South,IN,28.29473810116402,9997,20,Net 45,63.0,65.134391823405,high
SUP0913,Supplier_0913,components,North,MX,4.0,67285,14,Net 60,71.0,72.16181626136112,medium
SUP0914,Supplier_0914,electronics,East,SG,7.764025632688817,26044,10,Net 30,99.0,94.9940949267513,low
SUP0915,Supplier_0915,electronics,East,DE,9.74374203870738,28678,9,Net 45,81.0,80.8525457103833,medium
SUP0916,Supplier_0916,metals,South,CN,17.49344112231232,10539,5,Net 60,75.0,70.95348900767391,medium
SUP0917,Supplier_0917,components,North,IN,15.074265714830325,22012,11,Net 45,79.0,72.03394137539865,medium
SUP0918,Supplier_0918,packaging,North,CN,29.1930910535687,29146,38,Net 30,90.0,87.70150417951132,low
SUP0919,Supplier_0919,metals,East,DE,25.63478663273358,19167,8,Net 45,66.0,58.8240738700842,high
SUP0920,Supplier_0920,chemicals,Central,BR,21.962183568548785,39800,9,Net 30,83.0,85.09818351660611,low
SUP0921,Supplier_0921,components,East,US,19.16504251475108,78551,85,Net 30,94.0,86.52444428800963,low
SUP0922,Supplier_0922,plastics,East,MX,21.14583821587862,13083,15,Net 45,80.0,84.62785064944184,medium
SUP0923,Supplier_0923,metals,Central,US,11.104141157493,12554,30,Net 30,75.0,67.32038605846267,high
SUP0924,Supplier_0924,metals,West,DE,24.857682828452898,13591,38,Net 15,61.0,57.319083048723456,high
SUP0925,Supplier_0925,electronics,West,DE,9.103645965126391,53284,39,Net 60,66.0,61.94007784660133,high
SUP0926,Supplier_0926,fasteners,East,BR,24.683015951217847,39077,8,Net 45,97.0,100.0,low
SUP0927,Supplier_0927,electronics,West,SG,27.48914001695065,20444,20,Net 15,79.0,81.14688464650784,medium
SUP0928,Supplier_0928,chemicals,East,IN,19.6869168167047,22473,7,Net 30,68.0,66.62373028346144,high
SUP0929,Supplier_0929,chemicals,West,CN,16.590295528304193,14057,135,Net 30,73.0,76.2416763669532,medium
SUP0930,Supplier_0930,plastics,West,CN,21.202479266477386,35936,8,Net 60,81.0,67.30324974235702,high
SUP0931,Supplier_0931,plastics,West,CN,4.0,17873,11,Net 60,79.0,78.7196316673341,medium
SUP0932,Supplier_0932,fasteners,Central,US,20.41806574788369,19090,11,Net 45,86.0,98.98384215573095,low
SUP0933,Supplier_0933,chemicals,South,IN,17.093168017281545,30786,8,Net 30,66.0,66.86025229161737,high
SUP0934,Supplier_0934,chemicals,West,CN,17.594975095544072,19862,63,Net 15,84.0,84.44143559960068,medium
SUP0935,Supplier_0935,chemicals,North,IN,23.65226010318262,19356,133,Net 15,74.0,77.56283446767428,medium
SUP0936,Supplier_0936,electronics,East,CN,17.401848627482178,22154,17,Net 15,97.0,100.0,low
SUP0937,Supplier_0937,fasteners,Central,IN,8.878345146790735,34113,9,Net 60,62.0,49.01646649621591,high
SUP0938,Supplier_0938,packaging,West,BR,16.868778633396975,54479,5,Net 15,61.0,50.06487786835832,high
SUP0939,Supplier_0939,packaging,South,IN,18.540443872646595,30394,20,Net 45,75.0,76.36689339205995,medium
SUP0940,Supplier_0940,components,West,SG,18.9194712926481,34263,19,Net 60,77.0,72.35330234766619,medium
SUP0941,Supplier_0941,metals,South,BR,19.295354938280546,19733,15,Net 30,86.0,94.52816420442944,low
SUP0942,Supplier_0942,components,East,DE,26.314952359348425,14923,28,Net 45,73.0,70.95136646574605,medium
SUP0943,Supplier_0943,plastics,South,US,9.31172357572682,31561,32,Net 60,96.0,83.42555021786474,medium
SUP0944,Supplier_0944,metals,West,US,19.4056036493188,24201,30,Net 30,76.0,67.75790954051402,high
SUP0945,Supplier_0945,plastics,North,DE,28.319437588945927,10072,19,Net 30,60.0,42.12710587240126,high
SUP0946,Supplier_0946,fasteners,East,US,4.123108024502438,18389,11,Net 15,60.0,58.47818400766107,high
SUP0947,Supplier_0947,chemicals,Central,MX,19.43717344624043,21044,39,Net 30,98.0,96.77550317278151,low
SUP0948,Supplier_0948,chemicals,West,MX,13.316971984215652,16634,24,Net 60,61.0,58.240992386417666,high
SUP0949,Supplier_0949,fasteners,East,MX,15.03431692421516,49759,45,Net 45,97.0,100.0,low
SUP0950,Supplier_0950,metals,Central,MX,10.761539974284624,28678,42,Net 15,67.0,74.79037893735851,medium
SUP0951,Supplier_0951,electronics,North,SG,16.64359427439645,46875,9,Net 45,59.0,57.89247524818528,high
SUP0952,Supplier_0952,plastics,Central,DE,32.730044915415235,25460,8,Net 45,68.0,54.124491161400435,high
SUP0953,Supplier_0953,components,South,CN,7.884557110582291,23034,14,Net 15,82.0,86.01233027319968,low
SUP0954,Supplier_0954,packaging,Central,IN,8.64311998016938,13159,11,Net 60,74.0,77.60984148530574,medium
SUP0955,Supplier_0955,electronics,Central,BR,7.5845234386919635,22171,41,Net 15,90.0,92.01104520602014,low
SUP0956,Supplier_0956,packaging,West,CN,31.819346293024807,22185,31,Net 30,82.0,88.37961837050275,low
SUP0957,Supplier_0957,metals,West,DE,14.301282355829704,10384,52,Net 30,73.0,65.42861737300323,high
SUP0958,Supplier_0958,fasteners,West,SG,17.794887517218605,16370,32,Net 45,83.0,96.05691001020341,low
SUP0959,Supplier_0959,plastics,South,DE,14.777736471150082,18438,28,Net 60,98.0,91.76371960457786,low
SUP0960,Supplier_0960,chemicals,North,DE,10.444616972775268,27650,56,Net 15,73.0,77.86994902680556,medium
SUP0961,Supplier_0961,plastics,South,IN,16.118794827084518,28388,34,Net 30,61.0,50.032239986313215,high
SUP0962,Supplier_0962,plastics,East,US,37.66594884589248,15998,25,Net 30,73.0,66.95327953274467,high
SUP0963,Supplier_0963,plastics,West,US,29.13656736779404,28506,69,Net 60,92.0,100.0,low
SUP0964,Supplier_0964,chemicals,South,DE,11.17649745766182,19927,26,Net 60,64.0,62.30415115049448,high
SUP0965,Supplier_0965,packaging,East,MX,23.180592824493488,4544,19,Net 30,97.0,100.0,low
SUP0966,Supplier_0966,electronics,North,IN,11.34781781866899,16872,13,Net 45,81.0,82.5402100266751,medium
SUP0967,Supplier_0967,chemicals,North,SG,4.0,39872,40,Net 60,82.0,81.31777198599887,medium
SUP0968,Supplier_0968,chemicals,Central,DE,26.156087341317036,8734,58,Net 60,69.0,77.86502711206248,medium
SUP0969,Supplier_0969,packaging,Central,DE,27.280742773148404,23434,23,Net 45,96.0,94.46171763976265,low
SUP0970,Supplier_0970,components,Central,IN,26.368418008383195,52674,61,Net 45,56.0,44.42520230083744,high
SUP0971,Supplier_0971,components,South,CN,14.241078006243418,14496,6,Net 60,68.0,62.77893940231392,high
SUP0972,Supplier_0972,packaging,East,SG,16.66579412798411,22052,23,Net 15,73.0,76.58274623656101,medium
SUP0973,Supplier_0973,plastics,West,DE,23.998124429264987,10751,23,Net 30,76.0,78.5708091913563,medium
SUP0974,Supplier_0974,electronics,South,CN,21.13196829878486,53904,14,Net 45,76.0,65.81412137346965,high
SUP0975,Supplier_0975,packaging,West,CN,14.850900229623646,21039,130,Net 15,61.0,56.291773623846694,high
SUP0976,Supplier_0976,plastics,West,IN,5.047425439054683,22598,23,Net 45,65.0,61.218811230185395,high
SUP0977,Supplier_0977,plastics,East,SG,18.9110015531361,46391,18,Net 60,59.0,56.624447638257536,high
SUP0978,Supplier_0978,components,East,CN,26.632077113888904,31691,24,Net 15,80.0,71.05656167408992,medium
SUP0979,Supplier_0979,packaging,South,US,8.419293687726743,13607,6,Net 60,70.0,65.9155877972234,high
SUP0980,Supplier_0980,components,Central,CN,23.110075053407815,15428,14,Net 30,80.0,75.26403184581307,medium
SUP0981,Supplier_0981,components,Central,DE,20.65233356106954,28917,48,Net 60,81.0,86.01496618845248,low
SUP0982,Supplier_0982,plastics,Central,BR,24.001186105858668,15626,15,Net 45,86.0,91.25928852143659,low
SUP0983,Supplier_0983,electronics,West,DE,24.97580399775206,6874,13,Net 15,79.0,78.0522320224227,medium
SUP0984,Supplier_0984,chemicals,South,MX,12.444278064597176,21390,61,Net 45,84.0,81.45174132684025,medium
SUP0985,Supplier_0985,fasteners,West,SG,5.064324798680431,9758,62,Net 15,81.0,81.90950802825424,medium
SUP0986,Supplier_0986,plastics,South,US,13.731843794536966,53581,35,Net 15,84.0,78.69226180153876,medium
SUP0987,Supplier_0987,components,Central,DE,25.11301854021606,24275,17,Net 60,82.0,74.54559146591163,medium
SUP0988,Supplier_0988,fasteners,South,MX,13.66396877179223,13388,20,Net 60,69.0,62.88856214198284,high
SUP0989,Supplier_0989,electronics,East,IN,12.447653409138866,14999,13,Net 15,66.0,61.87371443418553,high
SUP0990,Supplier_0990,components,North,SG,4.0,7791,12,Net 30,90.0,82.43742030135024,medium
SUP0991,Supplier_0991,chemicals,North,BR,32.02118043640751,12031,11,Net 15,70.0,71.05338713390869,medium
SUP0992,Supplier_0992,fasteners,South,SG,24.605709131402477,38521,15,Net 30,79.0,83.74315187959411,medium
SUP0993,Supplier_0993,packaging,East,US,24.159167850198116,75168,11,Net 60,63.0,52.68386104481143,high
SUP0994,Supplier_0994,packaging,North,DE,25.74180309423579,32843,8,Net 15,74.0,74.16333662290421,medium
SUP0995,Supplier_0995,electronics,Central,DE,22.61366689234721,20939,28,Net 45,78.0,76.57041733076882,medium
SUP0996,Supplier_0996,electronics,North,DE,16.045369158563766,17368,28,Net 60,83.0,85.21980645598921,low
SUP0997,Supplier_0997,plastics,Central,MX,16.689887167022388,13015,80,Net 60,78.0,77.91589800732667,medium
SUP0998,Supplier_0998,packaging,South,US,14.579485083263002,68382,15,Net 30,71.0,61.5516046804444,high
SUP0999,Supplier_0999,packaging,South,CN,39.077926035320004,19854,30,Net 45,98.0,89.79446955742843,low
SUP1000,Supplier_1000,metals,North,MX,22.44729625039554,70516,30,Net 30,78.0,78.19125324130232,medium
SUP1001,Supplier_1001,packaging,Central,MX,14.289596469188524,47402,20,Net 15,91.0,97.68707597834582,low
SUP1002,Supplier_1002,electronics,West,SG,21.72397419333024,8455,41,Net 15,88.0,73.60778208822049,medium
SUP1003,Supplier_1003,metals,North,MX,9.91304865714946,15271,42,Net 45,80.0,82.24722276871027,medium
SUP1004,Supplier_1004,packaging,North,DE,30.036053748713815,15245,30,Net 45,94.0,100.0,low
SUP1005,Supplier_1005,plastics,West,SG,12.711447233542879,21080,20,Net 45,60.0,59.00533180465961,high
SUP1006,Supplier_1006,plastics,Central,CN,22.008683460979725,21307,19,Net 60,96.0,99.57631622417186,low
SUP1007,Supplier_1007,components,North,US,26.527821037945074,114454,9,Net 45,93.0,88.43005097416429,low
SUP1008,Supplier_1008,fasteners,South,US,21.078148353639943,12179,13,Net 30,77.0,76.2241197047003,medium
SUP1009,Supplier_1009,chemicals,East,MX,18.755759934557105,24982,15,Net 30,88.0,77.46406213099701,medium
SUP1010,Supplier_1010,fasteners,North,IN,18.08641667884812,30917,11,Net 60,78.0,62.76176849527732,high
SUP1011,Supplier_1011,electronics,South,DE,17.548471224903142,22007,33,Net 60,67.0,73.12797770796429,medium
SUP1012,Supplier_1012,components,North,SG,13.386412088579982,23402,56,Net 15,90.0,83.59753296979113,medium
SUP1013,Supplier_1013,chemicals,East,SG,14.404132561842367,12398,12,Net 60,66.0,63.0390690074777,high
