item_id,material_id,material_type,spec_grade,unit,supplier_id,category,lead_time_days,min_order_qty,price_per_unit,shelf_life_days,substitute_ids,bom_parent_sku
MATI0561,MAT0561,plastic,Grade C,pcs,SUP0977,component,16.478489123474514,10,61.22,549.7661415376655,MAT0169,SKU0904
MATI0562,MAT0562,glass,Grade C,pcs,SUP0645,sub-assembly,13.424569184879005,43,106.44,1193.0647471703571,MAT1010,SKU0338
MATI0563,MAT0563,glass,Premium,g,SUP1135,component,34.83833381637814,13,161.93,1238.0888648731739,"MAT0744,MAT0687,MAT0749",SKU0478
MATI0564,MAT0564,glass,Premium,pcs,SUP0680,raw,17.725505322711154,9,100.81,984.7722661109506,"MAT0994,MAT0043",SKU1139
MATI0565,MAT0565,electronics,Premium,kg,SUP0835,component,24.56570280332908,11,332.12,238.49290347148204,MAT0084,SKU0830
MATI0566,MAT0566,aluminum,Grade B,box,SUP0167,component,2.0,27,28.36,943.2571733885138,"MAT0609,MAT0385",SKU1059
MATI0567,MAT0567,steel,Grade B,g,SUP0651,sub-assembly,11.076848365484391,11,154.14,760.1992717202448,"MAT0622,MAT0401",SKU0739
MATI0568,MAT0568,electronics,Grade C,liter,SUP0355,raw,42.92620427162899,45,68.36,319.58878648637756,MAT0390,SKU0724
MATI0569,MAT0569,aluminum,Grade B,g,SUP0962,consumable,42.17806470411459,26,122.61,1087.6728339627634,"MAT1069,MAT0004",SKU0882
MATI0570,MAT0570,glass,Premium,g,SUP0801,sub-assembly,13.573741681623602,30,182.16,814.7992126530478,"MAT0370,MAT0649,MAT0766",SKU0786
MATI0571,MAT0571,steel,Premium,box,SUP0842,component,14.694179092567522,14,134.11,791.219284153308,"MAT1150,MAT0056,MAT0564",SKU1008
MATI0572,MAT0572,chem_pack,Grade C,kg,SUP0921,component,17.97500791380544,12,86.09,247.2385802868063,"MAT0746,MAT0177",SKU0696
MATI0573,MAT0573,textile,Grade B,box,SUP0754,pack,26.967818103898054,18,55.36,221.28810007272799,"MAT0316,MAT1152",SKU1065
MATI0574,MAT0574,chem_pack,Premium,box,SUP0099,pack,2.0,8,439.22,289.86463299925686,"MAT0774,MAT0564",SKU0761
MATI0575,MAT0575,chem_pack,Grade C,box,SUP0277,component,35.307120319860374,24,101.5,139.37751662134184,"MAT0125,MAT0284,MAT0525",SKU1110
MATI0576,MAT0576,aluminum,Grade A,box,SUP1154,pack,12.601297596184871,31,116.22,695.8050625298131,"MAT0597,MAT0156",SKU0647
MATI0577,MAT0577,plastic,Grade A,meter,SUP0832,pack,19.57824717828541,11,209.65,719.0842885748857,MAT0711,SKU0987
MATI0578,MAT0578,chem_pack,Grade A,box,SUP1145,pack,22.898208198618278,27,100.31,315.6921621519515,"MAT0845,MAT1193",SKU0839
MATI0579,MAT0579,glass,Grade A,meter,SUP0084,consumable,23.021299377315948,21,72.96,1020.1657515670777,"MAT1128,MAT0647,MAT0066",SKU0435
MATI0580,MAT0580,electronics,Grade B,liter,SUP0226,pack,20.13306345485187,35,196.6,193.53158766775667,"MAT0346,MAT0238,MAT0873",SKU0695
MATI0581,MAT0581,glass,Grade C,g,SUP0799,component,18.319322417000148,48,149.6,1008.7076513781027,MAT0778,SKU0783
MATI0582,MAT0582,glass,Grade C,liter,SUP0055,component,20.48774052397065,29,52.99,844.2061405565166,MAT0620,SKU1124
MATI0583,MAT0583,plastic,Grade B,box,SUP0084,consumable,26.295134808010584,17,88.29,575.3416788955197,MAT0370,SKU0031
MATI0584,MAT0584,electronics,Grade B,pcs,SUP0410,consumable,13.064443871511953,37,43.19,292.359518946355,"MAT0096,MAT0452",SKU0404
MATI0585,MAT0585,glass,Grade C,meter,SUP0813,consumable,20.63376138839054,18,111.35,1328.5113037143067,"MAT0587,MAT0297",SKU0417
MATI0586,MAT0586,plastic,Premium,meter,SUP1151,raw,19.367565135563034,15,51.95,857.4243117445692,"MAT0147,MAT0874,MAT0581",SKU0065
MATI0587,MAT0587,glass,Grade C,meter,SUP1169,sub-assembly,21.261710915234726,12,37.33,1222.484157098033,"MAT0577,MAT0852,MAT0434",SKU0329
MATI0588,MAT0588,glass,Grade A,pcs,SUP0532,component,29.715500874217838,19,94.9,1305.3984378878465,"MAT0513,MAT0469",SKU0887
MATI0589,MAT0589,aluminum,Grade B,kg,SUP0882,component,16.100481394685232,33,56.92,867.4334748520022,MAT1166,SKU0995
MATI0590,MAT0590,plastic,Premium,box,SUP0377,raw,12.582313060659105,9,31.07,882.2188300836175,"MAT1122,MAT0006",SKU0092
MATI0591,MAT0591,textile,Premium,meter,SUP0848,component,12.972853782752487,8,47.4,450.3864702884879,"MAT0079,MAT0446,MAT0024",SKU0458
MATI0592,MAT0592,electronics,Grade B,meter,SUP1074,sub-assembly,10.473969700962929,8,118.84,337.6981478560598,"MAT1036,MAT0700",SKU0217
MATI0593,MAT0593,plastic,Grade B,kg,SUP0760,sub-assembly,17.09465629824809,33,171.82,593.5832341161621,"MAT0499,MAT1108,MAT0909",SKU0765
MATI0594,MAT0594,chem_pack,Premium,g,SUP0162,component,16.991618001673103,23,372.26,302.65439382610333,"MAT0326,MAT1031",SKU0643
MATI0595,MAT0595,chem_pack,Premium,meter,SUP0336,component,19.093029842302464,44,200.2,330.01878513865927,"MAT1039,MAT0783",SKU0077
MATI0596,MAT0596,aluminum,Grade B,kg,SUP1130,raw,27.944027526455017,13,92.3,839.3066318010913,MAT0894,SKU0554
MATI0597,MAT0597,aluminum,Grade A,liter,SUP0947,component,25.289748059675365,8,164.13,781.7373918922242,"MAT0119,MAT0421",SKU0755
MATI0598,MAT0598,textile,Grade C,meter,SUP0971,component,12.872027624729968,46,114.29,309.4398161506966,MAT0590,SKU0055
MATI0599,MAT0599,aluminum,Grade C,meter,SUP0061,raw,19.402713938396857,11,66.41,976.0964124748125,"MAT0346,MAT1070,MAT1047",SKU0148
MATI0600,MAT0600,steel,Grade C,g,SUP0461,component,22.27594745486371,27,67.8,1175.0049386875548,MAT1096,SKU0028
MATI0601,MAT0601,electronics,Premium,box,SUP0620,component,15.671587312770338,8,179.87,276.1206858800229,"MAT0081,MAT0419",SKU0324
MATI0602,MAT0602,chem_pack,Grade B,g,SUP0945,raw,37.96313969801764,20,205.3,145.55204693713208,"MAT0829,MAT0704",SKU0785
MATI0603,MAT0603,aluminum,Premium,kg,SUP0125,component,29.4947978688623,16,52.53,621.0585324719026,MAT1053,SKU0622
MATI0604,MAT0604,aluminum,Premium,kg,SUP0908,pack,6.574968075910228,7,120.57,1015.802138603362,"MAT0956,MAT0758",SKU0386
MATI0605,MAT0605,electronics,Grade A,g,SUP0736,sub-assembly,18.977903639083912,56,172.45,254.57991484469812,"MAT1166,MAT0696",SKU0169
MATI0606,MAT0606,steel,Grade C,liter,SUP0696,pack,20.409369961013354,10,19.88,1111.5120962087803,MAT0561,SKU0544
MATI0607,MAT0607,steel,Grade A,kg,SUP1036,pack,12.095879196749413,10,176.33,757.9498443957896,"MAT0066,MAT1200",SKU0013
MATI0608,MAT0608,electronics,Grade A,liter,SUP0938,consumable,11.85808893250591,12,258.65,189.46454745546112,MAT0520,SKU0639
MATI0609,MAT0609,aluminum,Grade A,box,SUP0856,pack,13.508320424014606,4,31.64,754.8062132711502,"MAT0695,MAT0057,MAT0266",SKU0255
MATI0610,MAT0610,textile,Premium,meter,SUP0601,sub-assembly,11.766590537749638,14,77.64,294.6994318904874,MAT0967,SKU0506
MATI0611,MAT0611,plastic,Premium,box,SUP1167,sub-assembly,19.267661441016088,12,79.21,899.006616654822,"MAT0906,MAT1088",SKU1061
MATI0612,MAT0612,plastic,Grade B,box,SUP1011,raw,19.017841481257022,32,41.07,595.5177028639273,"MAT0615,MAT0880,MAT0218",SKU0839
MATI0613,MAT0613,chem_pack,Premium,liter,SUP0359,consumable,15.94846439425905,21,101.45,297.92598589372903,"MAT1050,MAT0747,MAT0622",SKU0168
MATI0614,MAT0614,textile,Grade C,kg,SUP0952,pack,42.27165021987374,8,37.71,476.2860841054497,MAT0796,SKU0190
MATI0615,MAT0615,aluminum,Grade A,box,SUP0684,sub-assembly,15.497552716161403,12,146.65,991.2956413232064,"MAT0646,MAT0048",SKU1146
MATI0616,MAT0616,electronics,Grade B,liter,SUP1088,consumable,5.205007859816134,66,236.79,413.8197597540434,"MAT0523,MAT0330",SKU0234
MATI0617,MAT0617,aluminum,Grade C,box,SUP0449,component,23.04426940009601,10,86.21,683.7219075478816,"MAT0389,MAT0098",SKU0846
MATI0618,MAT0618,aluminum,Grade C,g,SUP0958,pack,12.452155643663357,29,35.78,941.7491815443063,MAT1116,SKU0341
MATI0619,MAT0619,plastic,Grade C,g,SUP0313,sub-assembly,22.947537260804523,12,82.93,708.812708251412,"MAT0154,MAT0569,MAT0426",SKU0239
MATI0620,MAT0620,plastic,Grade C,meter,SUP1106,component,17.84018043611043,9,74.12,847.9979088159973,MAT1147,SKU0889
MATI0621,MAT0621,chem_pack,Grade C,box,SUP0208,component,8.980825416437824,13,14.2,298.30896244242217,"MAT0588,MAT0385",SKU0977
MATI0622,MAT0622,glass,Premium,box,SUP0214,consumable,23.93330021752502,43,209.36,1267.3968457974674,MAT0231,SKU1019
MATI0623,MAT0623,plastic,Grade C,kg,SUP1177,pack,2.0,7,55.89,654.5274511912281,"MAT1171,MAT0965,MAT0549",SKU0227
MATI0624,MAT0624,textile,Grade B,g,SUP0333,component,14.836109693067122,26,77.56,403.07247851975615,MAT0282,SKU0828
MATI0625,MAT0625,glass,Grade A,pcs,SUP0623,pack,19.61570488270781,37,29.79,1328.7631914670196,MAT0142,SKU1154
MATI0626,MAT0626,textile,Grade A,pcs,SUP0543,component,11.589877532823298,13,223.21,259.15896714315,"MAT1194,MAT0536,MAT0392",SKU0042
MATI0627,MAT0627,plastic,Grade B,box,SUP0945,consumable,30.175350623751246,33,85.7,512.5686488732723,MAT0622,SKU1135
MATI0628,MAT0628,glass,Grade B,box,SUP0292,pack,27.65788632396734,30,111.47,986.8991713691032,MAT1036,SKU0454
MATI0629,MAT0629,chem_pack,Grade A,pcs,SUP0406,component,3.113455755864582,11,61.28,327.1504143606608,MAT1060,SKU0651
MATI0630,MAT0630,textile,Grade C,meter,SUP1077,component,24.57997858151371,10,70.13,339.4434038599659,"MAT0911,MAT0552,MAT0525",SKU0424
MATI0631,MAT0631,steel,Grade B,box,SUP1103,component,18.591584800211578,16,115.59,828.4817361842765,"MAT0871,MAT0841,MAT1070",SKU0931
MATI0632,MAT0632,steel,Grade B,meter,SUP0216,sub-assembly,19.398115958820615,19,76.53,1155.3898175539507,MAT0196,SKU1101
MATI0633,MAT0633,glass,Grade C,g,SUP0586,pack,23.209519904264294,14,23.75,825.3255621230882,MAT0956,SKU0375
MATI0634,MAT0634,plastic,Premium,kg,SUP0551,sub-assembly,28.959184436755606,25,95.89,822.6231817639064,MAT0270,SKU0785
MATI0635,MAT0635,glass,Grade C,liter,SUP0617,component,25.285203108983886,11,29.09,1279.449357495413,MAT0826,SKU0398
MATI0636,MAT0636,textile,Premium,liter,SUP0626,consumable,17.00912211591911,10,65.44,355.7063558833768,"MAT1151,MAT0827",SKU0357
MATI0637,MAT0637,chem_pack,Grade C,g,SUP0059,consumable,18.61306053332657,18,165.56,183.31968005934309,MAT1063,SKU0702
MATI0638,MAT0638,plastic,Premium,meter,SUP1048,sub-assembly,14.211528872378187,20,104.81,673.8239919488781,MAT0974,SKU0740
MATI0639,MAT0639,textile,Grade B,g,SUP0298,pack,18.751093901778162,39,66.7,306.24500879556757,MAT0842,SKU0873
MATI0640,MAT0640,chem_pack,Grade A,meter,SUP0311,consumable,15.33377020713243,23,66.99,154.0035228751362,"MAT0090,MAT0029,MAT0847",SKU0669
MATI0641,MAT0641,aluminum,Grade A,kg,SUP0974,consumable,24.53688955824774,27,98.95,897.5329442020474,"MAT0837,MAT0231",SKU0189
MATI0642,MAT0642,chem_pack,Grade A,pcs,SUP1164,raw,28.535053864272513,14,123.92,166.96495929906115,"MAT1008,MAT0004",SKU0306
MATI0643,MAT0643,chem_pack,Grade B,box,SUP1083,component,10.129121353564805,14,62.16,359.06724532796414,MAT0829,SKU0195
MATI0644,MAT0644,plastic,Grade B,meter,SUP0351,sub-assembly,19.158871678356583,12,134.25,729.7673020045638,"MAT0281,MAT0816,MAT0428",SKU1024
MATI0645,MAT0645,electronics,Grade C,g,SUP0895,component,24.04748827517031,20,153.79,208.07022737169976,"MAT0389,MAT0439",SKU1013
MATI0646,MAT0646,aluminum,Premium,box,SUP0196,component,7.69920163888319,19,75.02,907.3001539158724,MAT0085,SKU0567
MATI0647,MAT0647,steel,Grade A,pcs,SUP0485,consumable,8.781206437188487,19,128.97,890.0620975788079,"MAT0861,MAT0594,MAT0608",SKU0886
MATI0648,MAT0648,aluminum,Premium,pcs,SUP0305,raw,23.842106020589796,16,39.28,692.8364728465439,MAT0697,SKU0899
MATI0649,MAT0649,steel,Grade C,meter,SUP0273,consumable,9.389346721735238,17,74.93,848.5939519164724,"MAT0706,MAT0106",SKU0371
MATI0650,MAT0650,glass,Grade A,g,SUP1058,raw,17.64327416941566,49,135.45,953.5451467601964,"MAT1074,MAT0433,MAT0040",SKU1147
MATI0651,MAT0651,aluminum,Premium,meter,SUP1067,pack,24.17584355083491,21,60.87,891.3502374480723,MAT0040,SKU0569
MATI0652,MAT0652,chem_pack,Grade B,box,SUP0183,pack,11.661549696894488,25,113.04,186.16592221826613,MAT0093,SKU0818
MATI0653,MAT0653,glass,Grade C,meter,SUP0444,consumable,11.696382806658704,24,55.69,828.7676885059603,MAT1094,SKU0451
MATI0654,MAT0654,aluminum,Premium,meter,SUP0039,component,12.77143203620672,16,675.8,1008.9748526721859,"MAT0953,MAT0948,MAT0093",SKU0031
MATI0655,MAT0655,plastic,Grade A,meter,SUP0991,pack,35.37228319468372,25,398.72,614.1733892507732,MAT1005,SKU0913
MATI0656,MAT0656,plastic,Grade A,pcs,SUP0350,pack,34.40168452932744,18,102.81,621.8642476424177,MAT0487,SKU0817
MATI0657,MAT0657,steel,Grade A,pcs,SUP0719,component,28.876691395087157,8,68.3,916.6552001084711,"MAT1019,MAT0279",SKU0761
MATI0658,MAT0658,glass,Grade C,liter,SUP0654,sub-assembly,13.588596881099663,12,59.74,1275.9762615737716,"MAT1164,MAT0441",SKU1067
MATI0659,MAT0659,steel,Premium,box,SUP0238,consumable,26.252265845640068,60,234.67,1007.554327652429,"MAT0569,MAT0744,MAT0847",SKU0164
MATI0660,MAT0660,glass,Grade C,liter,SUP0428,sub-assembly,28.324728863422507,36,18.9,852.6042738206708,MAT0200,SKU0101
MATI0661,MAT0661,electronics,Grade C,liter,SUP0134,pack,15.514592215768566,15,23.53,290.31721541156116,"MAT0397,MAT0857,MAT0892",SKU0292
MATI0662,MAT0662,textile,Grade A,meter,SUP0193,sub-assembly,26.270130350225678,27,42.61,427.0081500542519,"MAT1163,MAT1138,MAT1006",SKU1199
MATI0663,MAT0663,steel,Grade B,meter,SUP1018,component,25.757217935357335,20,132.75,720.3691127020659,"MAT1165,MAT0248,MAT1123",SKU0821
MATI0664,MAT0664,electronics,Grade B,kg,SUP0438,raw,2.8950448053133986,51,183.29,189.69893884195588,"MAT0151,MAT0847",SKU0475
MATI0665,MAT0665,glass,Grade B,meter,SUP0545,pack,33.33791249072233,16,91.29,1221.1944220350708,"MAT1078,MAT0541",SKU0228
MATI0666,MAT0666,electronics,Premium,box,SUP0832,consumable,19.367769694752706,20,310.0,300.37198094575643,"MAT1057,MAT1075",SKU0766
MATI0667,MAT0667,plastic,Grade B,box,SUP1054,pack,15.052710379133448,11,62.79,565.5099646436196,"MAT0796,MAT0442",SKU0115
MATI0668,MAT0668,glass,Grade A,liter,SUP0524,sub-assembly,19.077229749744713,16,72.04,1202.155492759826,MAT1119,SKU0525
MATI0669,MAT0669,glass,Grade B,g,SUP1046,component,17.911914290395032,3,88.21,849.0779214349212,"MAT0916,MAT0972,MAT0778",SKU0404
MATI0670,MAT0670,steel,Grade C,g,SUP0688,component,6.81400093269072,21,172.85,922.3193067138614,"MAT0013,MAT0383",SKU0963
MATI0671,MAT0671,glass,Grade B,g,SUP0062,raw,28.05717715009012,33,89.6,1291.919483476899,"MAT0460,MAT0298,MAT0178",SKU0329
MATI0672,MAT0672,textile,Premium,kg,SUP1137,sub-assembly,8.13831927357978,50,93.94,253.136613907999,"MAT0487,MAT0247",SKU0487
MATI0673,MAT0673,electronics,Premium,g,SUP0315,consumable,20.345679856469463,24,202.72,321.5115180774199,"MAT0370,MAT0565",SKU0933
MATI0674,MAT0674,textile,Grade B,box,SUP0898,pack,16.505520594046764,14,164.42,311.22928250910536,"MAT1062,MAT0925",SKU0107
MATI0675,MAT0675,plastic,Premium,pcs,SUP1046,sub-assembly,21.148486261203907,11,80.18,857.3373182453422,"MAT0086,MAT0311",SKU0573
MATI0676,MAT0676,aluminum,Grade B,g,SUP0965,sub-assembly,26.716162106601615,13,64.22,923.3039759126602,"MAT0691,MAT0561",SKU0845
MATI0677,MAT0677,electronics,Premium,liter,SUP0731,sub-assembly,18.0132801160251,6,119.78,266.2046142731065,MAT0988,SKU0809
MATI0678,MAT0678,electronics,Grade C,meter,SUP0346,component,8.283480738324094,15,134.62,297.4092640720599,"MAT0632,MAT0117",SKU0902
MATI0679,MAT0679,aluminum,Grade A,g,SUP0776,pack,9.884929506298787,8,63.72,863.0190281852623,"MAT0629,MAT0245,MAT0099",SKU0167
MATI0680,MAT0680,electronics,Grade B,liter,SUP0614,component,2.0,12,164.53,416.2619303106217,"MAT0618,MAT0073",SKU0242
MATI0681,MAT0681,electronics,Grade C,box,SUP0795,consumable,27.907620171749578,16,34.15,358.8777126361806,"MAT0553,MAT0987",SKU0222
MATI0682,MAT0682,plastic,Grade B,pcs,SUP0414,sub-assembly,22.19863675614988,22,59.91,785.5825559029586,MAT0173,SKU0974
MATI0683,MAT0683,glass,Premium,pcs,SUP0826,component,13.017863787131652,6,96.08,1390.2113072864356,"MAT0657,MAT0735",SKU0502
MATI0684,MAT0684,chem_pack,Grade B,meter,SUP0582,component,20.154404917287998,14,327.48,156.76750406367162,"MAT0606,MAT0345",SKU0141
MATI0685,MAT0685,textile,Premium,pcs,SUP1166,consumable,16.97848032401458,27,178.09,340.1488274061702,MAT1079,SKU0843
MATI0686,MAT0686,textile,Premium,meter,SUP0135,sub-assembly,18.384777121745234,42,80.36,488.5251088085462,MAT0224,SKU0512
MATI0687,MAT0687,chem_pack,Grade A,pcs,SUP0869,pack,12.200918375936533,17,99.35,324.5662781178868,"MAT0273,MAT0016,MAT0084",SKU1174
MATI0688,MAT0688,chem_pack,Grade C,meter,SUP0623,raw,19.226074397096312,67,55.08,169.177373061826,"MAT0621,MAT0108,MAT0393",SKU-UNKNOWN
MATI0689,MAT0689,electronics,Grade C,meter,SUP0691,sub-assembly,29.12804403709937,27,42.1,281.1497841940607,MAT0132,SKU0255
MATI0690,MAT0690,electronics,Grade A,kg,SUP0631,component,9.939042555726788,18,357.52,225.09955730031166,MAT1176,SKU0950
MATI0691,MAT0691,aluminum,Grade C,kg,SUP0163,consumable,10.209251645212204,38,39.33,950.3503941154988,"MAT1025,MAT1166",SKU1183
MATI0692,MAT0692,textile,Grade B,meter,SUP0690,pack,18.461122455557003,13,196.61,385.19623836602784,"MAT0890,MAT1061",SKU0325
MATI0693,MAT0693,plastic,Premium,g,SUP0503,pack,2.0,9,105.6,732.492323702888,"MAT0025,MAT0815,MAT1013",SKU0392
MATI0694,MAT0694,aluminum,Premium,meter,SUP0282,sub-assembly,8.389814325623446,31,113.63,1051.5309532331448,"MAT0809,MAT0266",SKU0801
MATI0695,MAT0695,chem_pack,Grade A,pcs,SUP1110,component,26.840773120230956,24,143.79,144.09237054423008,MAT0597,SKU0268
MATI0696,MAT0696,plastic,Premium,kg,SUP0266,consumable,32.93506768823254,34,205.63,876.1994157492591,MAT1116,SKU0481
MATI0697,MAT0697,textile,Premium,pcs,SUP0506,component,26.053654455221853,33,59.59,345.3609001619508,"MAT0466,MAT0507,MAT1102",SKU0196
MATI0698,MAT0698,textile,Grade B,liter,SUP0442,consumable,15.150758210335159,60,94.98,208.1075157509769,"MAT0507,MAT0737",SKU0803
MATI0699,MAT0699,textile,Premium,liter,SUP0545,component,27.67329965583891,7,97.21,474.4365515534784,MAT0138,SKU0181
MATI0700,MAT0700,electronics,Grade C,pcs,SUP0646,component,30.71362958512329,14,105.14,403.4882973571247,"MAT0221,MAT0601",SKU0044
MATI0701,MAT0701,electronics,Grade C,box,SUP0757,pack,12.094695455878465,15,73.01,406.4962059705563,"MAT0177,MAT0236",SKU0920
MATI0702,MAT0702,chem_pack,Grade A,meter,SUP0405,raw,16.097789171040624,36,109.2,320.3507881134039,"MAT1070,MAT0554,MAT0111",SKU0414
MATI0703,MAT0703,chem_pack,Grade B,pcs,SUP0417,consumable,26.675436980425804,22,153.52,186.82225155904706,"MAT0006,MAT0120,MAT0498",SKU0855
MATI0704,MAT0704,steel,Grade A,meter,SUP0848,pack,8.902602403012036,36,44.42,843.2364060464676,"MAT0004,MAT1148,MAT0986",SKU0164
MATI0705,MAT0705,plastic,Grade B,liter,SUP0837,consumable,15.171179280479814,21,161.59,631.2262856070045,"MAT0288,MAT0665",SKU1052
MATI0706,MAT0706,electronics,Premium,meter,SUP0703,pack,23.598184512200987,17,169.84,234.13573343442985,MAT0435,SKU0521
MATI0707,MAT0707,electronics,Grade A,box,SUP0623,consumable,25.800194371032273,27,97.52,397.9906447118167,"MAT0388,MAT0268,MAT1003",SKU0452
MATI0708,MAT0708,aluminum,Grade C,kg,SUP0136,sub-assembly,23.7217188101649,21,77.23,867.4050565987875,MAT0618,SKU0086
MATI0709,MAT0709,electronics,Premium,meter,SUP0680,sub-assembly,22.360203912525822,22,104.94,243.88504899210113,MAT1007,SKU0810
MATI0710,MAT0710,textile,Grade A,box,SUP0269,raw,7.240423675701016,26,88.86,431.6737542795347,"MAT0939,MAT0215,MAT0556",SKU1131
MATI0711,MAT0711,glass,Grade A,pcs,SUP0088,sub-assembly,18.927821517388523,23,89.19,1176.621542207658,MAT1036,SKU0972
MATI0712,MAT0712,plastic,Grade B,g,SUP0726,raw,27.586410647729444,32,148.95,651.7088737301156,"MAT0506,MAT1154",SKU0145
MATI0713,MAT0713,textile,Grade B,pcs,SUP0629,sub-assembly,10.546583403803027,18,82.77,474.2519186727707,"MAT0970,MAT0998",SKU0116
MATI0714,MAT0714,glass,Grade B,pcs,SUP0639,pack,29.383107032088265,20,35.76,1133.3054378137447,"MAT0694,MAT1113,MAT0840",SKU1045
MATI0715,MAT0715,aluminum,Grade A,kg,SUP0880,raw,17.576428822988582,9,144.14,914.0907096788776,"MAT0906,MAT0450,MAT0931",SKU1029
MATI0716,MAT0716,glass,Premium,kg,SUP0408,consumable,3.6411379010810796,32,153.35,819.5758763223878,"MAT0464,MAT0283",SKU0058
MATI0717,MAT0717,glass,Grade A,g,SUP0403,sub-assembly,17.35569099316067,50,32.21,1177.928664667995,"MAT0302,MAT0740",SKU0307
MATI0718,MAT0718,chem_pack,Grade A,box,SUP0207,pack,17.499322589306097,6,66.48,219.08280839745078,"MAT0975,MAT0357",SKU0019
MATI0719,MAT0719,aluminum,Grade A,kg,SUP0092,consumable,13.914427433189998,26,339.67,974.0213169152102,"MAT0184,MAT0588",SKU1084
MATI0720,MAT0720,textile,Grade C,meter,SUP1105,component,20.109141376093056,16,42.28,213.1424446464771,"MAT0718,MAT0487",SKU0974
MATI0721,MAT0721,steel,Grade A,kg,SUP0346,component,16.373616981774667,16,84.53,892.9353916948915,"MAT0438,MAT0420,MAT0054",SKU0384
MATI0722,MAT0722,aluminum,Premium,g,SUP0540,sub-assembly,14.515443052940558,26,116.92,632.8033354186992,"MAT0413,MAT0200",SKU0491
MATI0723,MAT0723,electronics,Grade B,liter,SUP1089,sub-assembly,9.045079984562044,17,76.27,403.52317303402504,MAT0756,SKU0430
MATI0724,MAT0724,textile,Premium,kg,SUP0256,consumable,20.230878553339473,23,34.35,325.9624828632178,MAT0922,SKU0148
MATI0725,MAT0725,aluminum,Grade A,g,SUP0210,consumable,16.426902850381346,14,51.87,669.5932660450408,"MAT0318,MAT0279",SKU1175
MATI0726,MAT0726,textile,Premium,liter,SUP0866,pack,12.482985604330505,44,67.81,422.96595863408083,"MAT1079,MAT0293",SKU1108
MATI0727,MAT0727,chem_pack,Grade A,kg,SUP0426,sub-assembly,13.027512608849722,15,100.28,331.64321710539946,"MAT0379,MAT0679",SKU0596
MATI0728,MAT0728,plastic,Grade C,g,SUP0308,raw,20.94350191455004,11,32.51,810.1411737167632,"MAT0070,MAT1182,MAT0603",SKU0824
MATI0729,MAT0729,electronics,Grade A,box,SUP0936,raw,24.191043870371153,22,55.4,384.124869583874,"MAT0629,MAT0169,MAT0296",SKU1122
MATI0730,MAT0730,aluminum,Grade B,g,SUP0319,raw,27.995283318327978,11,60.27,1023.450136507168,"MAT0630,MAT0406",SKU0520
MATI0731,MAT0731,plastic,Grade C,box,SUP0007,consumable,12.008190690320655,20,100.73,895.7288782465295,"MAT0396,MAT0299,MAT0199",SKU0444
MATI0732,MAT0732,chem_pack,Grade A,liter,SUP0993,component,19.3329026348816,48,90.61,207.206940967187,"MAT0574,MAT0442",SKU0739
MATI0733,MAT0733,steel,Premium,pcs,SUP1165,raw,29.114129566100353,17,107.02,874.2858013672807,MAT0379,SKU0325
MATI0734,MAT0734,aluminum,Premium,pcs,SUP1090,consumable,21.74956724936127,8,283.93,655.803944645697,"MAT0132,MAT0422",SKU0441
MATI0735,MAT0735,steel,Grade C,g,SUP0139,pack,2.009712240522604,14,40.99,1128.7759230433762,"MAT0316,MAT0868",SKU0686
MATI0736,MAT0736,steel,Grade A,g,SUP0562,consumable,25.99264440209706,29,636.73,1165.2682911040713,MAT0353,SKU0120
MATI0737,MAT0737,electronics,Grade C,box,SUP1062,pack,21.131643785207753,19,140.96,247.76197830638688,MAT0344,SKU1055
MATI0738,MAT0738,textile,Grade B,kg,SUP0759,component,17.05301424483257,27,73.34,384.52067227361147,"MAT0972,MAT0453,MAT0904",SKU0628
MATI0739,MAT0739,steel,Grade C,kg,SUP0359,sub-assembly,16.524100746625827,12,53.35,822.469215842864,"MAT0127,MAT0797,MAT0287",SKU0089
MATI0740,MAT0740,plastic,Grade A,meter,SUP0434,consumable,25.050307724020165,14,189.62,844.7883365302978,"MAT0836,MAT0405",SKU0778
MATI0741,MAT0741,electronics,Grade C,pcs,SUP0377,consumable,10.528865803962042,26,54.46,181.65259045706338,"MAT1076,MAT0164",SKU0741
MATI0742,MAT0742,glass,Grade B,meter,SUP0761,consumable,8.487771885408051,47,54.01,1217.0656614609961,"MAT0409,MAT0584",SKU0939
MATI0743,MAT0743,textile,Grade C,liter,SUP0784,sub-assembly,23.17365727254927,14,135.33,362.883661748141,"MAT0777,MAT0329",SKU1056
MATI0744,MAT0744,aluminum,Grade B,g,SUP0874,component,16.22240274237574,18,67.07,743.0220361940163,"MAT0085,MAT1180",SKU0515
MATI0745,MAT0745,chem_pack,Grade B,pcs,SUP0334,consumable,26.43111291673509,35,84.66,341.52773342176226,"MAT0248,MAT0768,MAT0300",SKU1139
MATI0746,MAT0746,plastic,Grade B,box,SUP0866,component,10.507903707667865,19,47.05,691.8258303179032,"MAT0322,MAT1109",SKU0562
MATI0747,MAT0747,chem_pack,Premium,meter,SUP0528,consumable,21.66684164714236,26,49.93,245.88758486732954,"MAT0919,MAT0555",SKU0591
MATI0748,MAT0748,plastic,Grade B,kg,SUP0049,consumable,24.40091994145569,11,128.72,533.3091883507191,"MAT0943,MAT0507,MAT0893",SKU0168
